Thread | Job | Op | Time(s)
     4 |   4 |  7 | 0.00000000
     4 |   4 |  8 | 0.00000000
     4 |   4 |  9 | 0.00000000
     4 |   4 | 10 | 0.00000000
     4 |   4 | 11 | 0.00000000
     4 |   4 | 12 | 0.00000000
     4 |   4 | 13 | 0.00000000
     4 |   4 | 14 | 0.00000000
     4 |   4 | 15 | 0.00000000
     4 |   4 | 16 | 0.00000000
     4 |   4 | 17 | 0.00000000
     4 |   4 | 18 | 0.00000000
     4 |   4 | 19 | 0.00000000
     4 |   4 | 20 | 0.00000000
     4 |   4 | 21 | 0.00000000
     4 |   4 | 22 | 0.00000000
     4 |   4 | 23 | 0.00000000
     4 |   4 | 24 | 0.00000000
     4 |   4 |  0 | 0.00000000
     4 |   4 |  1 | 0.00000000
     4 |   4 |  2 | 0.00000000
     4 |   4 |  3 | 0.00000000
     4 |   4 |  4 | 0.00000000
     4 |   4 |  5 | 0.00000000
     4 |   4 |  6 | 0.00000000
     4 |   4 |  7 | 0.00000000
     4 |   4 |  8 | 0.00000000
     4 |   4 |  9 | 0.00000000
     4 |   4 | 10 | 0.00000000
     4 |   4 | 11 | 0.00000000
     4 |   4 | 12 | 0.00000000
     4 |   4 | 13 | 0.00000000
     4 |   4 | 14 | 0.00000000
     4 |   4 | 15 | 0.00000000
     4 |   4 | 16 | 0.00000000
     4 |   4 | 17 | 0.00000000
     4 |   4 | 18 | 0.00000000
     4 |   4 | 19 | 0.00000000
     4 |   4 | 20 | 0.00000000
     4 |   4 | 21 | 0.00000000
     4 |   4 | 22 | 0.00000000
     4 |   4 | 23 | 0.00000000
     4 |   4 | 24 | 0.00000000
     5 |   5 |  0 | 0.00000000
     5 |   5 |  1 | 0.00000000
     5 |   5 |  2 | 0.00000000
     5 |   5 |  3 | 0.00000000
     5 |   5 |  4 | 0.00000000
     5 |   5 |  5 | 0.00000000
     5 |   5 |  6 | 0.00000000
     5 |   5 |  7 | 0.00000000
     5 |   5 |  8 | 0.00000000
     5 |   5 |  9 | 0.00000000
     5 |   5 | 10 | 0.00000000
     5 |   5 | 11 | 0.00000000
     5 |   5 | 12 | 0.00000000
     5 |   5 | 13 | 0.00000000
     5 |   5 | 14 | 0.00000000
     5 |   5 | 15 | 0.00000000
     5 |   5 | 16 | 0.00000000
     5 |   5 | 17 | 0.00000000
     5 |   5 | 18 | 0.00000000
     5 |   5 | 19 | 0.00000000
     5 |   5 | 20 | 0.00000000
     5 |   5 | 21 | 0.00000000
     5 |   5 | 22 | 0.00000000
     5 |   5 | 23 | 0.00000000
     5 |   5 | 24 | 0.00000000
     5 |   5 |  0 | 0.00000000
     5 |   5 |  1 | 0.00000000
     5 |   5 |  2 | 0.00000000
     5 |   5 |  3 | 0.00000000
     5 |   5 |  4 | 0.00000000
     5 |   5 |  5 | 0.00000000
     5 |   5 |  6 | 0.00000000
     5 |   5 |  7 | 0.00000000
     5 |   5 |  8 | 0.00000000
     5 |   5 |  9 | 0.00000000
     5 |   5 | 10 | 0.00000000
     5 |   5 | 11 | 0.00000000
     5 |   5 | 12 | 0.00000000
     5 |   5 | 13 | 0.00000000
     5 |   5 | 14 | 0.00000000
     5 |   5 | 15 | 0.00000000
     5 |   5 | 16 | 0.00000000
     5 |   5 | 17 | 0.00000000
     5 |   5 | 18 | 0.00000000
     5 |   5 | 19 | 0.00000000
     5 |   5 | 20 | 0.00000000
     5 |   5 | 21 | 0.00000000
     5 |   5 | 22 | 0.00000000
     5 |   5 | 23 | 0.00000000
     5 |   5 | 24 | 0.00000000
     6 |   6 |  0 | 0.00000000
     6 |   6 |  1 | 0.00000000
     6 |   6 |  2 | 0.00000000
     6 |   6 |  3 | 0.00000000
     6 |   6 |  4 | 0.00000000
     6 |   6 |  5 | 0.00000000
     6 |   6 |  6 | 0.00000000
     6 |   6 |  7 | 0.00000000
     6 |   6 |  8 | 0.00000000
     6 |   6 |  9 | 0.00000000
     6 |   6 | 10 | 0.00000000
     6 |   6 | 11 | 0.00000000
     6 |   6 | 12 | 0.00000000
     6 |   6 | 13 | 0.00000000
     6 |   6 | 14 | 0.00000000
     6 |   6 | 15 | 0.00000000
     6 |   6 | 16 | 0.00000000
     6 |   6 | 17 | 0.00000000
     6 |   6 | 18 | 0.00000000
     6 |   6 | 19 | 0.00000000
     6 |   6 | 20 | 0.00000000
     6 |   6 | 21 | 0.00000000
     6 |   6 | 22 | 0.00000000
     6 |   6 | 23 | 0.00000000
     6 |   6 | 24 | 0.00000000
     6 |   6 |  0 | 0.00000000
     6 |   6 |  1 | 0.00000000
     6 |   6 |  2 | 0.00000000
     6 |   6 |  3 | 0.00000000
     6 |   6 |  4 | 0.00000000
     6 |   6 |  5 | 0.00000000
     6 |   6 |  6 | 0.00000000
     6 |   6 |  7 | 0.00000000
     6 |   6 |  8 | 0.00000000
     6 |   6 |  9 | 0.00000000
     6 |   6 | 10 | 0.00000000
     6 |   6 | 11 | 0.00000000
     6 |   6 | 12 | 0.00000000
     6 |   6 | 13 | 0.00000000
     6 |   6 | 14 | 0.00000000
     6 |   6 | 15 | 0.00000000
     6 |   6 | 16 | 0.00000000
     6 |   6 | 17 | 0.00000000
     6 |   6 | 18 | 0.00000000
     6 |   6 | 19 | 0.00000000
     6 |   6 | 20 | 0.00000000
     6 |   6 | 21 | 0.00000000
     6 |   6 | 22 | 0.00000000
     6 |   6 | 23 | 0.00000000
     6 |   6 | 24 | 0.00000000
     7 |   7 |  0 | 0.00000000
     7 |   7 |  1 | 0.00000000
     7 |   7 |  2 | 0.00000000
     7 |   7 |  3 | 0.00000000
     7 |   7 |  4 | 0.00000000
     7 |   7 |  5 | 0.00000000
     7 |   7 |  6 | 0.00000000
     7 |   7 |  7 | 0.00000000
     7 |   7 |  8 | 0.00000000
     7 |   7 |  9 | 0.00000000
     7 |   7 | 10 | 0.00000000
     7 |   7 | 11 | 0.00000000
     7 |   7 | 12 | 0.00000000
     7 |   7 | 13 | 0.00000000
     7 |   7 | 14 | 0.00000000
     7 |   7 | 15 | 0.00000000
     7 |   7 | 16 | 0.00000000
     7 |   7 | 17 | 0.00000000
     7 |   7 | 18 | 0.00000000
     7 |   7 | 19 | 0.00000000
     7 |   7 | 20 | 0.00099993
     7 |   7 | 21 | 0.00000000
     7 |   7 | 22 | 0.00000000
     7 |   7 | 23 | 0.00000000
     7 |   7 | 24 | 0.00000000
     7 |   7 |  0 | 0.00000000
     7 |   7 |  1 | 0.00000000
     7 |   7 |  2 | 0.00000000
     7 |   7 |  3 | 0.00000000
     7 |   7 |  4 | 0.00000000
     7 |   7 |  5 | 0.00000000
     7 |   7 |  6 | 0.00000000
     7 |   7 |  7 | 0.00000000
     7 |   7 |  8 | 0.00000000
     7 |   7 |  9 | 0.00000000
     7 |   7 | 10 | 0.00000000
     7 |   7 | 11 | 0.00000000
     7 |   7 | 12 | 0.00000000
     7 |   7 | 13 | 0.00000000
     7 |   7 | 14 | 0.00000000
     7 |   7 | 15 | 0.00000000
     7 |   7 | 16 | 0.00000000
     7 |   7 | 17 | 0.00000000
     7 |   7 | 18 | 0.00000000
     7 |   7 | 19 | 0.00000000
     7 |   7 | 20 | 0.00000000
     7 |   7 | 21 | 0.00000000
     7 |   7 | 22 | 0.00000000
     7 |   7 | 23 | 0.00000000
     7 |   7 | 24 | 0.00000000
     8 |   8 |  0 | 0.00000000
     8 |   8 |  1 | 0.00000000
     8 |   8 |  2 | 0.00000000
     8 |   8 |  3 | 0.00000000
     8 |   8 |  4 | 0.00000000
     8 |   8 |  5 | 0.00000000
     8 |   8 |  6 | 0.00000000
     8 |   8 |  7 | 0.00000000
     8 |   8 |  8 | 0.00000000
     8 |   8 |  9 | 0.00000000
     8 |   8 | 10 | 0.00000000
     8 |   8 | 11 | 0.00000000
     8 |   8 | 12 | 0.00000000
     8 |   8 | 13 | 0.00000000
     8 |   8 | 14 | 0.00000000
     8 |   8 | 15 | 0.00000000
     8 |   8 | 16 | 0.00000000
     8 |   8 | 17 | 0.00000000
     8 |   8 | 18 | 0.00000000
     8 |   8 | 19 | 0.00000000
     8 |   8 | 20 | 0.00000000
     8 |   8 | 21 | 0.00000000
     8 |   8 | 22 | 0.00000000
     8 |   8 | 23 | 0.00000000
     8 |   8 | 24 | 0.00000000
     8 |   8 |  0 | 0.00000000
     8 |   8 |  1 | 0.00000000
     8 |   8 |  2 | 0.00000000
     8 |   8 |  3 | 0.00000000
     8 |   8 |  4 | 0.00000000
     8 |   8 |  5 | 0.00000000
     8 |   8 |  6 | 0.00000000
     8 |   8 |  7 | 0.00000000
     8 |   8 |  8 | 0.00000000
     8 |   8 |  9 | 0.00000000
     8 |   8 | 10 | 0.00000000
     8 |   8 | 11 | 0.00000000
     8 |   8 | 12 | 0.00000000
     8 |   8 | 13 | 0.00000000
     8 |   8 | 14 | 0.00000000
     8 |   8 | 15 | 0.00000000
     8 |   8 | 16 | 0.00000000
     8 |   8 | 17 | 0.00000000
     8 |   8 | 18 | 0.00000000
     8 |   8 | 19 | 0.00000000
     8 |   8 | 20 | 0.00000000
     8 |   8 | 21 | 0.00000000
     8 |   8 | 22 | 0.00000000
     8 |   8 | 23 | 0.00000000
     8 |   8 | 24 | 0.00000000
     9 |   9 |  0 | 0.00000000
     9 |   9 |  1 | 0.00000000
     9 |   9 |  2 | 0.00000000
     9 |   9 |  3 | 0.00000000
     9 |   9 |  4 | 0.00000000
     9 |   9 |  5 | 0.00000000
     9 |   9 |  6 | 0.00000000
     9 |   9 |  7 | 0.00000000
     9 |   9 |  8 | 0.00000000
     9 |   9 |  9 | 0.00000000
     9 |   9 | 10 | 0.00000000
     9 |   9 | 11 | 0.00000000
     9 |   9 | 12 | 0.00000000
     9 |   9 | 13 | 0.00000000
     9 |   9 | 14 | 0.00000000
     9 |   9 | 15 | 0.00000000
     9 |   9 | 16 | 0.00000000
     9 |   9 | 17 | 0.00000000
     9 |   9 | 18 | 0.00000000
     9 |   9 | 19 | 0.00000000
     9 |   9 | 20 | 0.00000000
     9 |   9 | 21 | 0.00000000
     9 |   9 | 22 | 0.00000000
     9 |   9 | 23 | 0.00000000
     9 |   9 | 24 | 0.00000000
     9 |   9 |  0 | 0.00000000
     9 |   9 |  1 | 0.00000000
     9 |   9 |  2 | 0.00000000
     9 |   9 |  3 | 0.00000000
     9 |   9 |  4 | 0.00000000
     9 |   9 |  5 | 0.00000000
     9 |   9 |  6 | 0.00000000
     9 |   9 |  7 | 0.00000000
     9 |   9 |  8 | 0.00000000
     9 |   9 |  9 | 0.00000000
     9 |   9 | 10 | 0.00000000
     9 |   9 | 11 | 0.00000000
     9 |   9 | 12 | 0.00000000
     9 |   9 | 13 | 0.00000000
     9 |   9 | 14 | 0.00000000
     9 |   9 | 15 | 0.00000000
     9 |   9 | 16 | 0.00000000
     9 |   9 | 17 | 0.00000000
     9 |   9 | 18 | 0.00000000
     9 |   9 | 19 | 0.00000000
     9 |   9 | 20 | 0.00000000
     9 |   9 | 21 | 0.00000000
     9 |   9 | 22 | 0.00000000
     9 |   9 | 23 | 0.00000000
     9 |   9 | 24 | 0.00000000
    10 |  10 |  0 | 0.00000000
    10 |  10 |  1 | 0.00000000
    10 |  10 |  2 | 0.00000000
    10 |  10 |  3 | 0.00000000
    10 |  10 |  4 | 0.00000000
    10 |  10 |  5 | 0.00000000
    10 |  10 |  6 | 0.00000000
    10 |  10 |  7 | 0.00000000
    10 |  10 |  8 | 0.00000000
    10 |  10 |  9 | 0.00000000
    10 |  10 | 10 | 0.00000000
    10 |  10 | 11 | 0.00000000
    10 |  10 | 12 | 0.00000000
    10 |  10 | 13 | 0.00000000
    10 |  10 | 14 | 0.00000000
    10 |  10 | 15 | 0.00000000
    10 |  10 | 16 | 0.00000000
    10 |  10 | 17 | 0.00000000
    10 |  10 | 18 | 0.00000000
    10 |  10 | 19 | 0.00000000
    10 |  10 | 20 | 0.00000000
    10 |  10 | 21 | 0.00000000
    10 |  10 | 22 | 0.00000000
    10 |  10 | 23 | 0.00000000
    10 |  10 | 24 | 0.00000000
    10 |  10 |  0 | 0.00000000
    10 |  10 |  1 | 0.00000000
    10 |  10 |  2 | 0.00000000
    10 |  10 |  3 | 0.00000000
    10 |  10 |  4 | 0.00000000
    10 |  10 |  5 | 0.00000000
    10 |  10 |  6 | 0.00000000
    10 |  10 |  7 | 0.00000000
    10 |  10 |  8 | 0.00000000
    10 |  10 |  9 | 0.00000000
    10 |  10 | 10 | 0.00000000
    10 |  10 | 11 | 0.00000000
    10 |  10 | 12 | 0.00000000
    10 |  10 | 13 | 0.00000000
    10 |  10 | 14 | 0.00000000
    10 |  10 | 15 | 0.00000000
    10 |  10 | 16 | 0.00000000
    10 |  10 | 17 | 0.00000000
    10 |  10 | 18 | 0.00000000
    10 |  10 | 19 | 0.00000000
    10 |  10 | 20 | 0.00000000
    10 |  10 | 21 | 0.00000000
    10 |  10 | 22 | 0.00000000
    10 |  10 | 23 | 0.00000000
    10 |  10 | 24 | 0.00000000
    11 |  11 |  0 | 0.00000000
    11 |  11 |  1 | 0.00000000
    11 |  11 |  2 | 0.00000000
    11 |  11 |  3 | 0.00000000
    11 |  11 |  4 | 0.00000000
    11 |  11 |  5 | 0.00000000
    11 |  11 |  6 | 0.00000000
    11 |  11 |  7 | 0.00000000
    11 |  11 |  8 | 0.00000000
    11 |  11 |  9 | 0.00000000
    11 |  11 | 10 | 0.00000000
    11 |  11 | 11 | 0.00000000
    11 |  11 | 12 | 0.00000000
    11 |  11 | 13 | 0.00000000
    11 |  11 | 14 | 0.00000000
    11 |  11 | 15 | 0.00000000
    11 |  11 | 16 | 0.00000000
    11 |  11 | 17 | 0.00000000
    11 |  11 | 18 | 0.00000000
    11 |  11 | 19 | 0.00000000
    11 |  11 | 20 | 0.00000000
    11 |  11 | 21 | 0.00000000
    11 |  11 | 22 | 0.00000000
    11 |  11 | 23 | 0.00000000
    11 |  11 | 24 | 0.00000000
    11 |  11 |  0 | 0.00000000
    11 |  11 |  1 | 0.00000000
    11 |  11 |  2 | 0.00000000
    11 |  11 |  3 | 0.00000000
    11 |  11 |  4 | 0.00000000
    11 |  11 |  5 | 0.00000000
    11 |  11 |  6 | 0.00000000
    11 |  11 |  7 | 0.00000000
    11 |  11 |  8 | 0.00000000
    11 |  11 |  9 | 0.00000000
    11 |  11 | 10 | 0.00000000
    11 |  11 | 11 | 0.00000000
    11 |  11 | 12 | 0.00000000
    11 |  11 | 13 | 0.00000000
    11 |  11 | 14 | 0.00000000
    11 |  11 | 15 | 0.00000000
    11 |  11 | 16 | 0.00000000
    11 |  11 | 17 | 0.00000000
    11 |  11 | 18 | 0.00000000
    11 |  11 | 19 | 0.00000000
    11 |  11 | 20 | 0.00000000
    11 |  11 | 21 | 0.00000000
    11 |  11 | 22 | 0.00000000
    11 |  11 | 23 | 0.00000000
    11 |  11 | 24 | 0.00000000
    12 |  12 |  0 | 0.00000000
    12 |  12 |  1 | 0.00000000
    12 |  12 |  2 | 0.00000000
    12 |  12 |  3 | 0.00000000
    12 |  12 |  4 | 0.00000000
    12 |  12 |  5 | 0.00000000
    12 |  12 |  6 | 0.00000000
    12 |  12 |  7 | 0.00000000
    12 |  12 |  8 | 0.00000000
    12 |  12 |  9 | 0.00000000
    12 |  12 | 10 | 0.00000000
    12 |  12 | 11 | 0.00000000
    12 |  12 | 12 | 0.00000000
    12 |  12 | 13 | 0.00000000
    12 |  12 | 14 | 0.00000000
    12 |  12 | 15 | 0.00000000
    12 |  12 | 16 | 0.00000000
    12 |  12 | 17 | 0.00000000
    12 |  12 | 18 | 0.00000000
    12 |  12 | 19 | 0.00000000
    12 |  12 | 20 | 0.00000000
    12 |  12 | 21 | 0.00000000
    12 |  12 | 22 | 0.00000000
    12 |  12 | 23 | 0.00000000
    12 |  12 | 24 | 0.00000000
    12 |  12 |  0 | 0.00000000
    12 |  12 |  1 | 0.00000000
    12 |  12 |  2 | 0.00000000
    12 |  12 |  3 | 0.00000000
    12 |  12 |  4 | 0.00000000
    12 |  12 |  5 | 0.00000000
    12 |  12 |  6 | 0.00000000
    12 |  12 |  7 | 0.00000000
    12 |  12 |  8 | 0.00000000
    12 |  12 |  9 | 0.00000000
    12 |  12 | 10 | 0.00000000
    12 |  12 | 11 | 0.00000000
    12 |  12 | 12 | 0.00000000
    12 |  12 | 13 | 0.00000000
    12 |  12 | 14 | 0.00000000
    12 |  12 | 15 | 0.00000000
    12 |  12 | 16 | 0.00000000
    12 |  12 | 17 | 0.00000000
    12 |  12 | 18 | 0.00000000
    12 |  12 | 19 | 0.00000000
    12 |  12 | 20 | 0.00000000
    12 |  12 | 21 | 0.00000000
    12 |  12 | 22 | 0.00000000
    12 |  12 | 23 | 0.00000000
    12 |  12 | 24 | 0.00000000
    13 |  13 |  0 | 0.00000000
    13 |  13 |  1 | 0.00000000
    13 |  13 |  2 | 0.00000000
    13 |  13 |  3 | 0.00000000
    13 |  13 |  4 | 0.00000000
    13 |  13 |  5 | 0.00000000
    13 |  13 |  6 | 0.00000000
    13 |  13 |  7 | 0.00000000
    13 |  13 |  8 | 0.00000000
    13 |  13 |  9 | 0.00000000
    13 |  13 | 10 | 0.00000000
    13 |  13 | 11 | 0.00000000
    13 |  13 | 12 | 0.00000000
    13 |  13 | 13 | 0.00000000
    13 |  13 | 14 | 0.00000000
    13 |  13 | 15 | 0.00000000
    13 |  13 | 16 | 0.00000000
    13 |  13 | 17 | 0.00000000
    13 |  13 | 18 | 0.00000000
    13 |  13 | 19 | 0.00000000
    13 |  13 | 20 | 0.00000000
    13 |  13 | 21 | 0.00000000
    13 |  13 | 22 | 0.00000000
    13 |  13 | 23 | 0.00000000
    13 |  13 | 24 | 0.00000000
    13 |  13 |  0 | 0.00000000
    13 |  13 |  1 | 0.00000000
    13 |  13 |  2 | 0.00000000
    13 |  13 |  3 | 0.00000000
    13 |  13 |  4 | 0.00000000
    13 |  13 |  5 | 0.00000000
    13 |  13 |  6 | 0.00000000
    13 |  13 |  7 | 0.00000000
    13 |  13 |  8 | 0.00000000
    13 |  13 |  9 | 0.00000000
    13 |  13 | 10 | 0.00000000
    13 |  13 | 11 | 0.00000000
    13 |  13 | 12 | 0.00000000
    13 |  13 | 13 | 0.00000000
    13 |  13 | 14 | 0.00000000
    13 |  13 | 15 | 0.00000000
    13 |  13 | 16 | 0.00000000
    13 |  13 | 17 | 0.00000000
    13 |  13 | 18 | 0.00000000
    13 |  13 | 19 | 0.00000000
    13 |  13 | 20 | 0.00000000
    13 |  13 | 21 | 0.00000000
    13 |  13 | 22 | 0.00000000
    13 |  13 | 23 | 0.00000000
    13 |  13 | 24 | 0.00000000
    14 |  14 |  0 | 0.00000000
    14 |  14 |  1 | 0.00000000
    14 |  14 |  2 | 0.00000000
    14 |  14 |  3 | 0.00000000
    14 |  14 |  4 | 0.00000000
    14 |  14 |  5 | 0.00000000
    14 |  14 |  6 | 0.00000000
    14 |  14 |  7 | 0.00000000
    14 |  14 |  8 | 0.00000000
    14 |  14 |  9 | 0.00000000
    14 |  14 | 10 | 0.00000000
    14 |  14 | 11 | 0.00000000
    14 |  14 | 12 | 0.00000000
    14 |  14 | 13 | 0.00000000
    14 |  14 | 14 | 0.00000000
    14 |  14 | 15 | 0.00000000
    14 |  14 | 16 | 0.00000000
    14 |  14 | 17 | 0.00000000
    14 |  14 | 18 | 0.00000000
    14 |  14 | 19 | 0.00000000
    14 |  14 | 20 | 0.00000000
    14 |  14 | 21 | 0.00000000
    14 |  14 | 22 | 0.00000000
    14 |  14 | 23 | 0.00000000
    14 |  14 | 24 | 0.00000000
    14 |  14 |  0 | 0.00000000
    14 |  14 |  1 | 0.00000000
    14 |  14 |  2 | 0.00000000
    14 |  14 |  3 | 0.00000000
    14 |  14 |  4 | 0.00000000
    14 |  14 |  5 | 0.00000000
    14 |  14 |  6 | 0.00000000
    14 |  14 |  7 | 0.00000000
    14 |  14 |  8 | 0.00000000
